DTC: 60 , AVERAGE U: 1.41
========
DTC: 60 , AVERAGE e: 0.84
No.  T_h_i    T_h_o   T_c_i   T_c_o
  3   59.84    40.21   19.81   40.87
  4   59.98    38.97   19.87   40.84
  5   59.82    38.85   19.85   37.95
  6   59.60    39.01   19.90   37.10
  7   60.00    39.10   19.94   39.20
  8   59.52    38.66   19.96   38.43
  9   59.80    40.17   19.89   39.10
 10   59.86    40.94   19.95   38.47
 11   59.88    38.78   19.92   39.44
 12   59.52    40.67   19.86   38.98
 13   59.63    39.90   19.94   38.45
 14   59.77    39.90   19.81   38.88
 15   59.42    39.25   19.89   38.94
 16   59.65    37.79   19.88   38.59
 17   59.82    39.41   19.81   40.83
 18   59.87    40.30   20.00   38.73
 19   59.61    39.08   19.97   37.95
 20   59.53    39.31   19.95   37.77
 21   59.73    38.26   19.90   38.02
 22   59.49    38.87   19.86   39.18
 23   59.45    38.97   20.00   38.53
 24   59.56    39.90   19.88   40.44
 25   59.45    38.08   19.94   36.75
 26   59.90    37.83   19.88   40.81
 27   59.86    38.23   19.91   38.79
 28   59.62    40.79   19.90   40.29
 29   59.57    39.23   19.83   39.72
 30   59.87    40.51   19.94   38.89
 31   59.91    39.57   19.94   39.42
 32   59.70    39.09   19.97   40.78
 33   59.48    39.39   19.98   38.84
 34   59.67    38.07   19.88   38.74
 35   59.58    41.51   19.96   40.24
 36   59.44    38.65   19.99   37.59
 37   59.45    38.01   19.98   40.20
 38   59.56    38.74   19.84   38.76
 39   59.84    38.27   19.97   39.86
 40   59.64    41.04   19.95   39.39
 41   59.83    38.59   19.81   39.58
 42   59.90    41.54   19.94   39.10
 43   59.58    40.67   19.98   39.75
 44   59.79    39.52   19.80   39.10
 45   59.73    39.55   19.97   39.14
 46   59.70    37.84   19.99   39.12
 47   59.40    39.40   19.94   40.10
 48   59.82    38.99   19.80   40.29
 49   59.84    39.87   19.82   38.91
 50   59.55    38.47   19.81   38.39
 51   59.83    39.32   19.92   40.78
 52   59.57    39.04   19.98   39.52
 53   59.82    39.21   19.94   37.25
 54   59.93    38.01   19.91   40.32
 55   59.45    38.85   19.88   39.18
 56   59.78    38.21   19.96   38.64
 57   59.50    38.76   19.82   39.90
 58   59.58    39.82   19.97   37.61
 59   59.44    39.61   19.87   38.97
 60   59.91    39.50   19.84   38.89
 61   59.50    38.15   19.94   39.19
 62   59.42    40.03   19.89   39.68
 63   59.80    40.91   19.89   38.46
 64   59.41    38.38   19.90   38.40
 65   59.48    40.12   19.92   37.48
 66   59.80    38.45   19.82   38.57
 67   59.61    38.23   19.85   40.54
 68   60.00    38.14   19.97   39.62
 69   59.87    38.53   19.92   40.82
 70   59.77    39.86   19.90   40.90
 71   59.42    39.87   19.90   39.12
 72   59.83    37.52   19.93   38.83
 73   59.56    37.84   19.95   40.30
 74   59.92    38.77   19.90   39.00
 75   59.46    39.09   19.92   39.78
 76   59.70    37.36   19.97   38.95
 77   59.88    38.84   19.97   38.58
 78   59.84    37.62   19.88   38.18
 79   59.59    39.99   19.88   39.67
 80   59.77    40.76   19.81   39.47
 81   59.43    40.55   19.93   38.62
 82   59.54    39.63   19.91   39.96
 83   59.45    41.58   19.82   38.15
 84   59.53    39.72   19.93   36.64
 85   59.46    39.41   19.92   40.18
 86   59.51    39.44   19.85   38.27
 87   59.65    38.23   19.80   38.15
 88   59.75    39.01   19.94   39.79
 89   59.78    39.28   19.80   38.59
 90   59.54    39.48   19.84   38.12
 91   59.68    39.00   19.91   39.31
 92   59.85    40.52   19.88   38.50
 93   59.83    39.21   19.87   39.68
 94   59.74    38.68   19.98   39.10
 95   59.50    39.46   19.92   38.36
 96   59.81    39.14   19.92   38.27
 97   59.83    39.44   19.90   38.92
 98   59.81    41.12   19.95   38.56
 99   59.57    40.36   19.84   38.00
DTC: 60 , AVERAGE U: 42.81
========
DTC: 60 , AVERAGE e: 0.48
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.74    37.77   19.84   40.37
  1   59.71    39.34   19.97   38.47
  2   59.50    39.94   19.90   38.34
  3   59.67    38.43   19.87   39.71
  4   59.90    38.56   19.94   38.96
  5   59.83    37.83   19.96   40.14
  6   59.60    38.38   19.86   38.79
  7   59.87    39.47   19.84   37.93
  8   59.42    38.45   19.81   39.09
  9   59.86    39.25   19.90   40.37
 10   59.44    40.03   19.89   38.90
 11   59.46    37.77   19.82   40.81
 12   59.78    39.08   19.82   38.76
 13   59.49    38.60   19.82   38.71
 14   59.51    40.26   19.90   39.30
 15   59.95    39.67   19.93   40.08
 16   59.55    38.23   19.83   40.48
 17   59.60    39.52   19.93   38.89
 18   59.95    39.52   19.90   39.21
 19   59.80    40.78   19.97   41.57
 20   59.50    38.98   19.91   38.90
 21   59.72    38.33   19.96   38.32
 22   59.74    39.44   19.89   39.99
 23   59.80    39.58   19.91   39.76
 24   59.87    38.36   19.89   39.24
 25   59.70    36.83   19.91   38.64
 26   59.61    39.89   19.83   39.13
 27   59.59    38.96   19.98   39.27
 28   59.97    38.13   19.83   37.63
 29   59.67    39.35   19.96   38.63
 30   59.61    38.03   20.00   38.27
 31   59.48    40.85   19.96   38.66
 32   59.57    39.97   19.92   39.94
 33   59.51    39.17   19.85   39.61
 34   59.96    39.72   19.90   37.55
 35   59.78    39.34   19.80   38.35
 36   59.56    38.82   19.90   40.12
 37   59.66    38.68   19.93   38.82
 38   59.60    40.33   19.96   38.24
 39   59.96    39.67   19.99   38.64
 40   59.89    37.67   20.00   40.89
 41   59.45    39.12   19.89   37.91
 42   59.86    40.24   19.94   38.96
 43   59.95    39.64   19.95   40.54
 44   59.80    39.11   19.95   36.23
 45   59.43    37.46   19.82   38.87
 46   59.85    39.35   19.84   40.98
 47   59.57    37.94   19.93   40.57
 48   59.90    38.83   19.83   37.97
 49   59.43    40.28   19.88   38.37
 50   59.68    38.62   19.85   37.87
 51   59.73    39.67   19.81   38.58
 52   59.83    36.37   19.97   38.29
 53   59.99    38.39   19.94   39.63
 54   59.69    38.81   19.95   39.75
 55   59.42    39.70   19.91   39.70
 56   59.50    39.77   19.94   38.65
 57   59.56    39.14   19.89   38.15
 58   59.75    40.48   19.92   41.21
 59   59.69    38.39   19.89   40.01
 60   59.55    38.86   19.82   38.84
 61   59.53    39.14   19.97   38.36
 62   59.98    37.67   19.99   39.29
 63   59.42    37.03   19.93   39.28
 64   59.59    40.66   20.00   39.04
 65   59.95    40.11   19.93   36.70
 66   59.63    39.42   19.90   38.96
 67   59.53    42.18   19.99   39.90
 68   59.75    38.42   19.84   38.17
 69   59.75    40.44   19.83   39.12
 70   59.69    39.18   19.89   39.80
 71   59.98    40.77   19.96   37.38
 72   59.60    39.44   19.86   38.62
 73   59.67    38.40   19.83   39.17
 74   59.76    40.72   19.89   39.63
 75   59.88    39.02   19.97   38.47
 76   59.94    40.09   19.90   38.54
 77   59.86    39.86   19.92   38.58
 78   59.55    39.55   19.92   39.57
 79   59.73    37.64   19.84   39.09
 80   59.62    36.72   19.86   39.19
 81   59.44    40.68   19.92   39.20
 82   59.55    40.37   19.99   39.78
 83   59.85    40.57   19.98   38.95
 84   59.58    39.51   19.82   38.91
 85   59.49    40.99   19.94   37.26
 86   59.65    40.62   19.83   40.00
 87   59.96    39.71   19.84   39.71
 88   59.82    40.21   19.90   39.61
 89   59.81    40.54   19.86   39.09
 90   59.89    38.72   19.89   38.74
 91   59.91    39.34   19.85   40.13
 92   59.54    37.55   19.88   39.44
 93   59.86    40.14   19.85   39.35
 94   59.94    38.53   19.93   39.14
 95   59.52    38.90   19.83   40.09
 96   59.84    39.37   19.85   37.76
 97   59.86    38.45   19.98   39.11
 98   59.72    39.44   19.81   37.76
 99   59.93    40.81   19.90   39.66
DTC: 60 , AVERAGE U: 42.81
========
DTC: 60 , AVERAGE e: 0.48
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.74    37.77   19.84   40.37
  1   59.71    39.34   19.97   38.47
  2   59.50    39.94   19.90   38.34
  3   59.67    38.43   19.87   39.71
  4   59.90    38.56   19.94   38.96
  5   59.83    37.83   19.96   40.14
  6   59.60    38.38   19.86   38.79
  7   59.87    39.47   19.84   37.93
  8   59.42    38.45   19.81   39.09
  9   59.86    39.25   19.90   40.37
 10   59.44    40.03   19.89   38.90
 11   59.46    37.77   19.82   40.81
 12   59.78    39.08   19.82   38.76
 13   59.49    38.60   19.82   38.71
 14   59.51    40.26   19.90   39.30
 15   59.95    39.67   19.93   40.08
 16   59.55    38.23   19.83   40.48
 17   59.60    39.52   19.93   38.89
 18   59.95    39.52   19.90   39.21
 19   59.80    40.78   19.97   41.57
 20   59.50    38.98   19.91   38.90
 21   59.72    38.33   19.96   38.32
 22   59.74    39.44   19.89   39.99
 23   59.80    39.58   19.91   39.76
 24   59.87    38.36   19.89   39.24
 25   59.70    36.83   19.91   38.64
 26   59.61    39.89   19.83   39.13
 27   59.59    38.96   19.98   39.27
 28   59.97    38.13   19.83   37.63
 29   59.67    39.35   19.96   38.63
 30   59.61    38.03   20.00   38.27
 31   59.48    40.85   19.96   38.66
 32   59.57    39.97   19.92   39.94
 33   59.51    39.17   19.85   39.61
 34   59.96    39.72   19.90   37.55
 35   59.78    39.34   19.80   38.35
 36   59.56    38.82   19.90   40.12
 37   59.66    38.68   19.93   38.82
 38   59.60    40.33   19.96   38.24
 39   59.96    39.67   19.99   38.64
 40   59.89    37.67   20.00   40.89
 41   59.45    39.12   19.89   37.91
 42   59.86    40.24   19.94   38.96
 43   59.95    39.64   19.95   40.54
 44   59.80    39.11   19.95   36.23
 45   59.43    37.46   19.82   38.87
 46   59.85    39.35   19.84   40.98
 47   59.57    37.94   19.93   40.57
 48   59.90    38.83   19.83   37.97
 49   59.43    40.28   19.88   38.37
 50   59.68    38.62   19.85   37.87
 51   59.73    39.67   19.81   38.58
 52   59.83    36.37   19.97   38.29
 53   59.99    38.39   19.94   39.63
 54   59.69    38.81   19.95   39.75
 55   59.42    39.70   19.91   39.70
 56   59.50    39.77   19.94   38.65
 57   59.56    39.14   19.89   38.15
 58   59.75    40.48   19.92   41.21
 59   59.69    38.39   19.89   40.01
 60   59.55    38.86   19.82   38.84
 61   59.53    39.14   19.97   38.36
 62   59.98    37.67   19.99   39.29
 63   59.42    37.03   19.93   39.28
 64   59.59    40.66   20.00   39.04
 65   59.95    40.11   19.93   36.70
 66   59.63    39.42   19.90   38.96
 67   59.53    42.18   19.99   39.90
 68   59.75    38.42   19.84   38.17
 69   59.75    40.44   19.83   39.12
 70   59.69    39.18   19.89   39.80
 71   59.98    40.77   19.96   37.38
 72   59.60    39.44   19.86   38.62
 73   59.67    38.40   19.83   39.17
 74   59.76    40.72   19.89   39.63
 75   59.88    39.02   19.97   38.47
 76   59.94    40.09   19.90   38.54
 77   59.86    39.86   19.92   38.58
 78   59.55    39.55   19.92   39.57
 79   59.73    37.64   19.84   39.09
 80   59.62    36.72   19.86   39.19
 81   59.44    40.68   19.92   39.20
 82   59.55    40.37   19.99   39.78
 83   59.85    40.57   19.98   38.95
 84   59.58    39.51   19.82   38.91
 85   59.49    40.99   19.94   37.26
 86   59.65    40.62   19.83   40.00
 87   59.96    39.71   19.84   39.71
 88   59.82    40.21   19.90   39.61
 89   59.81    40.54   19.86   39.09
 90   59.89    38.72   19.89   38.74
 91   59.91    39.34   19.85   40.13
 92   59.54    37.55   19.88   39.44
 93   59.86    40.14   19.85   39.35
 94   59.94    38.53   19.93   39.14
 95   59.52    38.90   19.83   40.09
 96   59.84    39.37   19.85   37.76
 97   59.86    38.45   19.98   39.11
 98   59.72    39.44   19.81   37.76
 99   59.93    40.81   19.90   39.66
DTC: 60 , AVERAGE U: 43.27
========
DTC: 60 , AVERAGE e: 0.48
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.97    40.23   19.97   38.75
  1   59.48    39.58   19.82   38.83
  2   59.88    39.81   19.88   40.22
  3   59.77    37.30   19.97   37.92
  4   59.82    38.70   19.96   39.13
  5   59.99    39.38   19.93   38.03
  6   59.56    38.55   19.90   40.41
  7   59.79    40.67   19.99   38.03
  8   59.62    40.39   19.83   39.84
  9   59.79    37.01   19.92   40.70
 10   59.43    37.87   19.97   38.55
 11   59.81    38.46   19.84   38.89
 12   59.55    37.43   19.84   39.18
 13   59.84    37.96   19.97   37.02
 14   59.51    36.30   19.98   38.45
 15   59.57    39.59   19.81   39.90
 16   59.81    39.37   19.84   39.31
 17   59.80    38.93   19.89   38.23
 18   59.71    39.92   19.85   37.96
 19   59.71    41.19   19.96   37.89
 20   59.83    39.13   20.00   39.02
 21   59.87    39.02   19.86   39.61
 22   59.56    38.41   19.92   39.99
 23   59.79    39.23   19.85   37.93
 24   59.96    37.64   19.84   39.37
 25   59.53    38.50   19.96   40.79
 26   59.66    37.21   19.82   37.43
 27   59.77    38.46   19.90   37.85
 28   59.42    38.94   19.96   36.79
 29   59.48    39.66   19.80   40.07
 30   59.81    39.88   19.85   38.29
 31   59.62    39.65   19.84   39.15
 32   59.56    36.98   19.82   36.87
 33   59.77    40.03   19.81   39.79
 34   59.60    38.26   19.92   39.58
 35   59.85    39.92   19.95   37.86
 36   59.50    39.34   19.85   38.53
 37   59.48    39.22   19.93   37.69
 38   59.54    39.00   19.94   39.74
 39   59.61    40.68   19.90   39.40
 40   59.71    40.82   19.85   38.83
 41   59.88    38.43   19.95   38.62
 42   59.54    38.20   19.97   39.74
 43   59.68    40.00   19.88   36.81
 44   59.94    39.15   19.97   40.85
 45   59.83    38.94   19.98   39.30
 46   59.62    38.38   19.98   40.33
 47   59.67    37.81   19.85   37.79
 48   59.52    38.41   19.91   37.73
 49   59.52    39.97   19.86   40.19
 50   59.41    38.40   19.82   37.64
 51   59.41    40.44   19.81   39.28
 52   59.88    38.92   19.98   39.58
 53   59.91    39.95   19.94   38.87
 54   59.53    38.85   19.89   39.77
 55   59.73    38.05   19.92   38.84
 56   59.42    41.20   19.81   38.35
 57   59.59    40.72   19.93   39.08
 58   59.75    39.18   19.90   37.86
 59   59.75    37.83   19.84   39.22
 60   59.79    38.25   19.89   39.80
 61   59.72    38.29   19.80   39.24
 62   59.92    39.56   19.86   38.98
 63   59.43    40.53   19.96   39.77
 64   59.79    37.51   19.87   39.82
 65   59.89    39.95   19.86   39.18
 66   59.55    39.51   19.84   39.04
 67   59.90    38.71   19.87   37.76
 68   59.41    40.22   19.88   39.72
 69   59.54    40.47   19.91   40.35
 70   59.83    39.11   19.80   40.66
 71   59.66    39.25   19.91   38.33
 72   59.88    38.15   19.97   38.93
 73   59.78    36.82   19.82   39.60
 74   59.61    39.94   19.90   37.25
 75   59.94    37.57   19.91   38.20
 76   59.89    38.34   19.86   37.81
 77   59.58    39.86   19.89   39.13
 78   59.99    39.11   19.98   38.18
 79   59.99    38.91   19.86   37.26
 80   59.89    37.86   19.90   38.92
 81   59.52    38.97   19.99   39.39
 82   59.70    38.70   19.99   38.56
 83   59.78    39.64   19.94   37.40
 84   59.63    38.29   19.97   39.36
 85   59.93    41.43   19.92   39.89
 86   60.00    40.67   19.86   40.16
 87   59.62    38.40   19.80   39.42
 88   59.69    37.36   19.91   40.30
 89   59.59    37.01   19.91   39.54
 90   59.41    38.18   19.86   39.11
 91   59.46    39.65   19.93   37.88
 92   59.99    37.83   19.82   38.84
 93   59.74    40.13   19.98   39.15
 94   59.47    37.71   19.84   39.01
 95   59.65    39.81   19.90   38.99
 96   59.96    40.05   19.84   38.90
 97   59.76    39.04   19.81   39.11
 98   59.71    39.05   19.91   38.88
 99   59.82    39.57   19.82   40.07
DTC: 60 , AVERAGE U: 43.27
========
DTC: 60 , AVERAGE e: 0.48
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.97    40.23   19.97   38.75
  1   59.48    39.58   19.82   38.83
  2   59.88    39.81   19.88   40.22
  3   59.77    37.30   19.97   37.92
  4   59.82    38.70   19.96   39.13
  5   59.99    39.38   19.93   38.03
  6   59.56    38.55   19.90   40.41
  7   59.79    40.67   19.99   38.03
  8   59.62    40.39   19.83   39.84
  9   59.79    37.01   19.92   40.70
 10   59.43    37.87   19.97   38.55
 11   59.81    38.46   19.84   38.89
 12   59.55    37.43   19.84   39.18
 13   59.84    37.96   19.97   37.02
 14   59.51    36.30   19.98   38.45
 15   59.57    39.59   19.81   39.90
 16   59.81    39.37   19.84   39.31
 17   59.80    38.93   19.89   38.23
 18   59.71    39.92   19.85   37.96
 19   59.71    41.19   19.96   37.89
 20   59.83    39.13   20.00   39.02
 21   59.87    39.02   19.86   39.61
 22   59.56    38.41   19.92   39.99
 23   59.79    39.23   19.85   37.93
 24   59.96    37.64   19.84   39.37
 25   59.53    38.50   19.96   40.79
 26   59.66    37.21   19.82   37.43
 27   59.77    38.46   19.90   37.85
 28   59.42    38.94   19.96   36.79
 29   59.48    39.66   19.80   40.07
 30   59.81    39.88   19.85   38.29
 31   59.62    39.65   19.84   39.15
 32   59.56    36.98   19.82   36.87
 33   59.77    40.03   19.81   39.79
 34   59.60    38.26   19.92   39.58
 35   59.85    39.92   19.95   37.86
 36   59.50    39.34   19.85   38.53
 37   59.48    39.22   19.93   37.69
 38   59.54    39.00   19.94   39.74
 39   59.61    40.68   19.90   39.40
 40   59.71    40.82   19.85   38.83
 41   59.88    38.43   19.95   38.62
 42   59.54    38.20   19.97   39.74
 43   59.68    40.00   19.88   36.81
 44   59.94    39.15   19.97   40.85
 45   59.83    38.94   19.98   39.30
 46   59.62    38.38   19.98   40.33
 47   59.67    37.81   19.85   37.79
 48   59.52    38.41   19.91   37.73
 49   59.52    39.97   19.86   40.19
 50   59.41    38.40   19.82   37.64
 51   59.41    40.44   19.81   39.28
 52   59.88    38.92   19.98   39.58
 53   59.91    39.95   19.94   38.87
 54   59.53    38.85   19.89   39.77
 55   59.73    38.05   19.92   38.84
 56   59.42    41.20   19.81   38.35
 57   59.59    40.72   19.93   39.08
 58   59.75    39.18   19.90   37.86
 59   59.75    37.83   19.84   39.22
 60   59.79    38.25   19.89   39.80
 61   59.72    38.29   19.80   39.24
 62   59.92    39.56   19.86   38.98
 63   59.43    40.53   19.96   39.77
 64   59.79    37.51   19.87   39.82
 65   59.89    39.95   19.86   39.18
 66   59.55    39.51   19.84   39.04
 67   59.90    38.71   19.87   37.76
 68   59.41    40.22   19.88   39.72
 69   59.54    40.47   19.91   40.35
 70   59.83    39.11   19.80   40.66
 71   59.66    39.25   19.91   38.33
 72   59.88    38.15   19.97   38.93
 73   59.78    36.82   19.82   39.60
 74   59.61    39.94   19.90   37.25
 75   59.94    37.57   19.91   38.20
 76   59.89    38.34   19.86   37.81
 77   59.58    39.86   19.89   39.13
 78   59.99    39.11   19.98   38.18
 79   59.99    38.91   19.86   37.26
 80   59.89    37.86   19.90   38.92
 81   59.52    38.97   19.99   39.39
 82   59.70    38.70   19.99   38.56
 83   59.78    39.64   19.94   37.40
 84   59.63    38.29   19.97   39.36
 85   59.93    41.43   19.92   39.89
 86   60.00    40.67   19.86   40.16
 87   59.62    38.40   19.80   39.42
 88   59.69    37.36   19.91   40.30
 89   59.59    37.01   19.91   39.54
 90   59.41    38.18   19.86   39.11
 91   59.46    39.65   19.93   37.88
 92   59.99    37.83   19.82   38.84
 93   59.74    40.13   19.98   39.15
 94   59.47    37.71   19.84   39.01
 95   59.65    39.81   19.90   38.99
 96   59.96    40.05   19.84   38.90
 97   59.76    39.04   19.81   39.11
 98   59.71    39.05   19.91   38.88
 99   59.82    39.57   19.82   40.07
DTC: 60 , AVERAGE U: 43.45
========
DTC: 60 , AVERAGE e: 0.47
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.84    39.09   19.91   39.68
  1   59.78    39.05   19.84   37.25
  2   59.80    38.00   19.86   38.38
  3   59.64    38.12   19.84   39.00
  4   59.98    39.42   19.96   39.67
  5   59.63    37.79   19.81   37.70
  6   59.65    36.54   19.81   38.90
  7   59.43    40.63   19.80   39.86
  8   59.67    37.82   19.89   38.46
  9   59.61    39.15   19.95   38.26
 10   59.88    40.00   19.95   40.63
 11   59.53    38.93   19.96   38.60
 12   59.79    38.25   19.84   40.55
 13   59.52    37.65   19.91   38.49
 14   59.76    38.68   19.98   37.70
 15   59.96    38.97   19.97   40.61
 16   59.66    39.75   19.85   39.33
 17   59.58    38.12   19.80   37.17
 18   59.47    38.83   19.95   38.82
 19   59.97    38.89   19.96   39.54
 20   59.59    38.38   19.89   39.33
 21   59.46    37.68   19.81   39.81
 22   59.76    36.96   19.98   38.61
 23   59.66    38.90   19.85   37.48
 24   59.83    37.84   19.87   38.61
 25   59.83    37.51   19.89   39.06
 26   59.51    37.73   19.89   39.96
 27   59.49    40.29   19.96   39.44
 28   59.57    37.91   19.83   39.18
 29   59.56    40.60   19.90   37.56
 30   59.94    39.95   19.86   38.55
 31   59.64    37.54   19.84   39.51
 32   59.54    37.66   19.95   40.60
 33   59.83    39.78   19.81   36.12
 34   59.81    39.37   19.94   38.15
 35   59.49    38.26   19.97   39.02
 36   59.44    40.10   19.92   37.64
 37   59.99    38.22   19.95   39.36
 38   59.76    38.51   19.97   37.53
 39   59.89    38.18   19.84   37.71
 40   59.96    39.13   19.83   38.24
 41   59.74    37.42   19.89   37.27
 42   59.82    39.56   19.94   39.30
 43   59.66    38.78   19.86   40.36
 44   59.90    37.03   19.98   38.81
 45   59.81    38.63   19.85   38.20
 46   59.54    39.42   19.92   37.06
 47   59.62    39.99   19.87   37.53
 48   59.44    38.16   19.86   38.41
 49   59.49    39.23   19.82   37.35
 50   59.93    38.94   19.87   36.59
 51   59.50    38.26   19.91   38.39
 52   59.84    39.21   19.99   37.49
 53   59.60    39.05   19.81   37.75
 54   59.89    39.87   19.85   38.44
 55   59.51    37.85   19.89   37.88
 56   59.91    39.00   19.81   38.62
 57   59.74    39.69   19.99   39.00
 58   59.82    36.53   19.93   39.27
 59   59.84    36.55   19.90   39.78
 60   59.47    38.02   19.86   38.47
 61   59.95    38.33   19.93   37.75
 62   59.67    37.05   19.85   39.08
 63   59.95    38.69   19.88   38.29
 64   59.90    40.03   19.88   38.41
 65   59.70    39.14   19.98   38.25
 66   59.78    39.05   19.91   40.06
 67   59.42    38.97   19.87   38.78
 68   59.71    37.15   19.90   37.88
 69   59.95    39.57   19.83   38.35
 70   59.97    39.23   19.97   38.10
 71   59.77    39.02   19.97   39.23
 72   59.68    38.99   19.86   38.08
 73   59.87    38.62   19.92   37.72
 74   59.83    39.22   19.98   39.18
 75   59.67    39.32   19.83   38.45
 76   59.97    38.56   19.82   37.12
 77   59.98    39.26   19.85   38.65
 78   59.84    38.60   19.81   37.42
 79   59.50    37.93   19.89   39.03
 80   59.97    40.17   19.99   39.41
 81   59.41    39.65   19.92   37.34
 82   59.45    39.14   19.80   39.43
 83   59.97    40.34   19.94   38.39
 84   59.61    38.33   19.83   39.37
 85   59.93    38.34   19.94   40.27
 86   59.87    38.88   19.88   40.69
 87   59.78    37.73   19.84   38.79
 88   59.42    38.17   19.98   38.78
 89   59.56    38.88   19.89   39.43
 90   59.42    38.10   19.89   39.20
 91   59.65    38.24   19.83   39.57
 92   59.82    38.55   19.93   38.24
 93   59.75    40.89   19.86   38.26
 94   59.66    38.30   20.00   39.67
 95   59.83    38.10   19.94   39.67
 96   59.54    39.39   19.85   40.37
 97   59.44    37.00   19.98   38.03
 98   59.42    39.10   19.88   38.48
 99   59.60    39.71   19.96   37.82
DTC: 60 , AVERAGE U: 43.45
========
DTC: 60 , AVERAGE e: 0.47
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.84    39.09   19.91   39.68
  1   59.78    39.05   19.84   37.25
  2   59.80    38.00   19.86   38.38
  3   59.64    38.12   19.84   39.00
  4   59.98    39.42   19.96   39.67
  5   59.63    37.79   19.81   37.70
  6   59.65    36.54   19.81   38.90
  7   59.43    40.63   19.80   39.86
  8   59.67    37.82   19.89   38.46
  9   59.61    39.15   19.95   38.26
 10   59.88    40.00   19.95   40.63
 11   59.53    38.93   19.96   38.60
 12   59.79    38.25   19.84   40.55
 13   59.52    37.65   19.91   38.49
 14   59.76    38.68   19.98   37.70
 15   59.96    38.97   19.97   40.61
 16   59.66    39.75   19.85   39.33
 17   59.58    38.12   19.80   37.17
 18   59.47    38.83   19.95   38.82
 19   59.97    38.89   19.96   39.54
 20   59.59    38.38   19.89   39.33
 21   59.46    37.68   19.81   39.81
 22   59.76    36.96   19.98   38.61
 23   59.66    38.90   19.85   37.48
 24   59.83    37.84   19.87   38.61
 25   59.83    37.51   19.89   39.06
 26   59.51    37.73   19.89   39.96
 27   59.49    40.29   19.96   39.44
 28   59.57    37.91   19.83   39.18
 29   59.56    40.60   19.90   37.56
 30   59.94    39.95   19.86   38.55
 31   59.64    37.54   19.84   39.51
 32   59.54    37.66   19.95   40.60
 33   59.83    39.78   19.81   36.12
 34   59.81    39.37   19.94   38.15
 35   59.49    38.26   19.97   39.02
 36   59.44    40.10   19.92   37.64
 37   59.99    38.22   19.95   39.36
 38   59.76    38.51   19.97   37.53
 39   59.89    38.18   19.84   37.71
 40   59.96    39.13   19.83   38.24
 41   59.74    37.42   19.89   37.27
 42   59.82    39.56   19.94   39.30
 43   59.66    38.78   19.86   40.36
 44   59.90    37.03   19.98   38.81
 45   59.81    38.63   19.85   38.20
 46   59.54    39.42   19.92   37.06
 47   59.62    39.99   19.87   37.53
 48   59.44    38.16   19.86   38.41
 49   59.49    39.23   19.82   37.35
 50   59.93    38.94   19.87   36.59
 51   59.50    38.26   19.91   38.39
 52   59.84    39.21   19.99   37.49
 53   59.60    39.05   19.81   37.75
 54   59.89    39.87   19.85   38.44
 55   59.51    37.85   19.89   37.88
 56   59.91    39.00   19.81   38.62
 57   59.74    39.69   19.99   39.00
 58   59.82    36.53   19.93   39.27
 59   59.84    36.55   19.90   39.78
 60   59.47    38.02   19.86   38.47
 61   59.95    38.33   19.93   37.75
 62   59.67    37.05   19.85   39.08
 63   59.95    38.69   19.88   38.29
 64   59.90    40.03   19.88   38.41
 65   59.70    39.14   19.98   38.25
 66   59.78    39.05   19.91   40.06
 67   59.42    38.97   19.87   38.78
 68   59.71    37.15   19.90   37.88
 69   59.95    39.57   19.83   38.35
 70   59.97    39.23   19.97   38.10
 71   59.77    39.02   19.97   39.23
 72   59.68    38.99   19.86   38.08
 73   59.87    38.62   19.92   37.72
 74   59.83    39.22   19.98   39.18
 75   59.67    39.32   19.83   38.45
 76   59.97    38.56   19.82   37.12
 77   59.98    39.26   19.85   38.65
 78   59.84    38.60   19.81   37.42
 79   59.50    37.93   19.89   39.03
 80   59.97    40.17   19.99   39.41
 81   59.41    39.65   19.92   37.34
 82   59.45    39.14   19.80   39.43
 83   59.97    40.34   19.94   38.39
 84   59.61    38.33   19.83   39.37
 85   59.93    38.34   19.94   40.27
 86   59.87    38.88   19.88   40.69
 87   59.78    37.73   19.84   38.79
 88   59.42    38.17   19.98   38.78
 89   59.56    38.88   19.89   39.43
 90   59.42    38.10   19.89   39.20
 91   59.65    38.24   19.83   39.57
 92   59.82    38.55   19.93   38.24
 93   59.75    40.89   19.86   38.26
 94   59.66    38.30   20.00   39.67
 95   59.83    38.10   19.94   39.67
 96   59.54    39.39   19.85   40.37
 97   59.44    37.00   19.98   38.03
 98   59.42    39.10   19.88   38.48
 99   59.60    39.71   19.96   37.82
DTC: 60 , AVERAGE U: 44.06
========
DTC: 60 , AVERAGE e: 0.47
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.93    38.22   19.82   38.12
  1   59.47    37.69   19.95   37.85
  2   59.89    37.67   19.93   39.31
  3   59.79    37.66   19.97   38.92
  4   59.44    37.91   19.82   39.52
  5   59.97    39.89   19.90   37.36
  6   59.90    37.61   19.91   39.70
  7   59.78    40.08   19.81   38.98
  8   59.69    39.64   20.00   38.09
